season,player,team,pass_yards
2020,Tom Brady,TB,4633
2020,Drew Brees,NO,2942
2020,Matt Schaub,ATL,0
2020,Ben Roethlisberger,PIT,3803
2020,Philip Rivers,IND,4169
2020,Alex Smith,WAS,1582
2020,Aaron Rodgers,GB,4299
2020,Ryan Fitzpatrick,MIA,2091
2020,Matt Ryan,ATL,4581
2020,Joe Flacco,NYJ,864
2020,Chad Henne,KC,248
2020,Matthew Stafford,DET,4084
2020,Chase Daniel,DET,264
2020,Brian Hoyer,NE,130
2020,Colt McCoy,NYG,375
2020,Joe Webb,NYG,0
2020,Cam Newton,NE,2657
2020,Blaine Gabbert,TB,143
2020,Andy Dalton,DAL,2170
2020,Tyrod Taylor,LAC,208
2020,Case Keenum,CLE,46
2020,Russell Wilson,SEA,4212
2020,Nick Foles,CHI,1852
2020,Kirk Cousins,MIN,4265
2020,Robert Griffin III,BAL,42
2020,Ryan Tannehill,TEN,3819
2020,Tyler Bray,CHI,18
2020,Mike Glennon,JAX,1072
2020,Matt Barkley,BUF,197
2020,Geno Smith,SEA,33
2020,Teddy Bridgewater,CAR,3733
2020,Derek Carr,LV,4103
2020,AJ McCarron,HOU,20
2020,Jimmy Garoppolo,SF,1096
2020,Garrett Gilbert,DAL,243
2020,Jameis Winston,NO,75
2020,Taylor Heinicke,WAS,137
2020,Marcus Mariota,LV,226
2020,Brandon Allen,CIN,925
2020,Jeff Driskel,DEN,432
2020,Nate Sudfeld,PHI,32
2020,Carson Wentz,PHI,2620
2020,Dak Prescott,DAL,1856
2020,Jared Goff,LA,3952
2020,Jacoby Brissett,IND,17
2020,PJ Walker,CAR,368
2020,Nick Mullens,SF,2437
2020,Deshaun Watson,HOU,4823
2020,Mitchell Trubisky,CHI,2055
2020,Patrick Mahomes,KC,4740
2020,C.J. Beathard,SF,787
2020,Joshua Dobbs,PIT,2
2020,Nathan Peterman,LV,25
2020,Tim Boyle,GB,0
2020,Logan Woodside,TEN,7
2020,Kyle Allen,WAS,610
2020,Mason Rudolph,PIT,324
2020,Lamar Jackson,BAL,2757
2020,Baker Mayfield,CLE,3563
2020,Josh Allen,BUF,4544
2020,Sam Darnold,NYJ,2208
2020,John Wolford,LA,231
2020,Brett Rypien,DEN,295
2020,David Blough,DET,49
2020,Trace McSorley,BAL,90
2020,Kyler Murray,ARI,3971
2020,Dwayne Haskins,WAS,1439
2020,Jarrett Stidham,NE,256
2020,Easton Stick,LAC,4
2020,Gardner Minshew,JAX,2259
2020,Ryan Finley,CIN,164
2020,Drew Lock,DEN,2933
2020,Daniel Jones,NYG,2943
2020,Chris Streveler,ARI,105
2020,Tyler Huntley,BAL,15
2020,Tua Tagovailoa,MIA,1814
2020,Jake Luton,JAX,624
2020,Justin Herbert,LAC,4336
2020,Ben DiNucci,DAL,219
2020,Jalen Hurts,PHI,1061
2020,Tommy Stevens,CAR,0
2020,Joe Burrow,CIN,2688
2021,Tom Brady,TB,5316
2021,Ben Roethlisberger,PIT,3740
2021,Aaron Rodgers,GB,4115
2021,Ryan Fitzpatrick,WAS,13
2021,Matt Ryan,ATL,3968
2021,Joe Flacco,NYJ,338
2021,Chad Henne,KC,82
2021,Josh Johnson,BAL,638
2021,Matthew Stafford,LA,4886
2021,Chase Daniel,LAC,0
2021,Brian Hoyer,NE,227
2021,Colt McCoy,ARI,740
2021,Cam Newton,CAR,684
2021,Blaine Gabbert,TB,67
2021,Andy Dalton,CHI,1515
2021,Tyrod Taylor,HOU,966
2021,Case Keenum,CLE,462
2021,Russell Wilson,SEA,3113
2021,Nick Foles,CHI,250
2021,Kirk Cousins,MIN,4221
2021,Ryan Tannehill,TEN,3734
2021,Mike Glennon,NYG,790
2021,Geno Smith,SEA,702
2021,Teddy Bridgewater,DEN,3052
2021,Derek Carr,LV,4804
2021,Jimmy Garoppolo,SF,3810
2021,Garrett Gilbert,WAS,194
2021,Jameis Winston,NO,1170
2021,Taylor Heinicke,WAS,3419
2021,Trevor Siemian,NO,1154
2021,Sean Mannion,MIN,189
2021,Marcus Mariota,LV,4
2021,Brandon Allen,CIN,149
2021,Carson Wentz,IND,3563
2021,Dak Prescott,DAL,4449
2021,Jared Goff,DET,3245
2021,Jacoby Brissett,MIA,1283
2021,PJ Walker,CAR,362
2021,Nick Mullens,CLE,147
2021,Davis Webb,BUF,0
2021,Cooper Rush,DAL,422
2021,Mitchell Trubisky,BUF,43
2021,Patrick Mahomes,KC,4839
2021,C.J. Beathard,JAX,33
2021,Nathan Peterman,LV,0
2021,Kurt Benkert,GB,0
2021,Tim Boyle,DET,526
2021,Josh Rosen,ATL,19
2021,Mike White,NYJ,953
2021,Logan Woodside,TEN,0
2021,Kyle Allen,WAS,120
2021,Mason Rudolph,PIT,277
2021,Lamar Jackson,BAL,2882
2021,Baker Mayfield,CLE,3010
2021,Josh Allen,BUF,4407
2021,Sam Darnold,CAR,2527
2021,John Wolford,LA,5
2021,Brett Rypien,DEN,0
2021,David Blough,DET,0
2021,Kyler Murray,ARI,3787
2021,Gardner Minshew,PHI,439
2021,Drew Lock,DEN,787
2021,Daniel Jones,NYG,2428
2021,Chris Streveler,ARI,36
2021,Tyler Huntley,BAL,1081
2021,Jake Fromm,NYG,210
2021,Tua Tagovailoa,MIA,2653
2021,Jacob Eason,IND,25
2021,Jordan Love,GB,411
2021,Justin Herbert,LAC,5014
2021,Jalen Hurts,PHI,3144
2021,Joe Burrow,CIN,4611
2021,Sam Ehlinger,IND,0
2021,Davis Mills,HOU,2664
2021,Ian Book,NO,135
2021,Justin Fields,CHI,1870
2021,Kellen Mond,MIN,5
2021,Trevor Lawrence,JAX,3641
2021,Mac Jones,NE,3801
2021,Trey Lance,SF,603
2021,Zach Wilson,NYJ,2334
2022,Tom Brady,TB,4694
2022,Aaron Rodgers,GB,3695
2022,Matt Ryan,IND,3057
2022,Joe Flacco,NYJ,1051
2022,Chad Henne,KC,0
2022,Josh Johnson,SF,10
2022,Matthew Stafford,LA,2087
2022,Chase Daniel,LAC,52
2022,Brian Hoyer,NE,37
2022,Colt McCoy,ARI,780
2022,Blaine Gabbert,TB,29
2022,Andy Dalton,NO,2871
2022,Tyrod Taylor,NYG,58
2022,Case Keenum,BUF,8
2022,Russell Wilson,DEN,3524
2022,Nick Foles,IND,225
2022,Kirk Cousins,MIN,4547
2022,Ryan Tannehill,TEN,2536
2022,Geno Smith,SEA,4282
2022,Teddy Bridgewater,MIA,683
2022,Derek Carr,LV,3522
2022,Jimmy Garoppolo,SF,2437
2022,Jameis Winston,NO,858
2022,Taylor Heinicke,WAS,1859
2022,Trevor Siemian,CHI,184
2022,Marcus Mariota,ATL,2219
2022,Brandon Allen,CIN,22
2022,Jeff Driskel,HOU,108
2022,Nate Sudfeld,DET,0
2022,Carson Wentz,WAS,1755
2022,Dak Prescott,DAL,2860
2022,Jared Goff,DET,4438
2022,Jacoby Brissett,CLE,2608
2022,PJ Walker,CAR,731
2022,Nick Mullens,MIN,224
2022,Deshaun Watson,CLE,1102
2022,Davis Webb,NYG,168
2022,Cooper Rush,DAL,1051
2022,Mitchell Trubisky,PIT,1252
2022,Patrick Mahomes,KC,5250
2022,C.J. Beathard,JAX,35
2022,Joshua Dobbs,TEN,411
2022,Nathan Peterman,CHI,139
2022,Tim Boyle,CHI,33
2022,Mike White,NYJ,1192
2022,Kyle Allen,HOU,416
2022,Lamar Jackson,BAL,2242
2022,Baker Mayfield,LA,2163
2022,Josh Allen,BUF,4283
2022,Sam Darnold,CAR,1143
2022,John Wolford,LA,390
2022,Brett Rypien,DEN,483
2022,David Blough,ARI,402
2022,Trace McSorley,ARI,412
2022,Kyler Murray,ARI,2368
2022,Jarrett Stidham,LV,656
2022,Gardner Minshew,PHI,663
2022,Daniel Jones,NYG,3205
2022,Chris Streveler,NYJ,90
2022,Bryce Perkins,LA,161
2022,Tyler Huntley,BAL,658
2022,Tua Tagovailoa,MIA,3548
2022,Jacob Eason,CAR,59
2022,Jordan Love,GB,195
2022,Justin Herbert,LAC,4739
2022,Jalen Hurts,PHI,3701
2022,Joe Burrow,CIN,4475
2022,Sam Ehlinger,IND,573
2022,Davis Mills,HOU,3118
2022,Kyle Trask,TB,23
2022,Justin Fields,CHI,2242
2022,Trevor Lawrence,JAX,4113
2022,Mac Jones,NE,2997
2022,Trey Lance,SF,194
2022,Zach Wilson,NYJ,1688
2022,Sam Howell,WAS,169
2022,Anthony Brown,BAL,302
2022,Skylar Thompson,MIA,534
2022,Brock Purdy,SF,1374
2022,Kenny Pickett,PIT,2404
2022,Bailey Zappe,NE,781
2022,Desmond Ridder,ATL,708
2022,Malik Willis,TEN,276
2023,Aaron Rodgers,NYJ,0
2023,Joe Flacco,CLE,1616
2023,Matthew Stafford,LA,3965
2023,Brian Hoyer,LV,231
2023,Blaine Gabbert,KC,185
2023,Andy Dalton,CAR,361
2023,Tyrod Taylor,NYG,1341
2023,Case Keenum,HOU,291
2023,Russell Wilson,DEN,3070
2023,Kirk Cousins,MIN,2331
2023,Ryan Tannehill,TEN,1616
2023,Matt Barkley,JAX,0
2023,Geno Smith,SEA,3624
2023,Teddy Bridgewater,DET,0
2023,Derek Carr,NO,3878
2023,AJ McCarron,CIN,19
2023,Jimmy Garoppolo,LV,1205
2023,Jameis Winston,NO,264
2023,Taylor Heinicke,ATL,890
2023,Trevor Siemian,NYJ,724
2023,Marcus Mariota,PHI,164
2023,Jeff Driskel,CLE,166
2023,Carson Wentz,LA,163
2023,Dak Prescott,DAL,4516
2023,Jared Goff,DET,4575
2023,Jacoby Brissett,WAS,224
2023,PJ Walker,CLE,674
2023,Nick Mullens,MIN,1306
2023,Deshaun Watson,CLE,1115
2023,Cooper Rush,DAL,144
2023,Mitchell Trubisky,PIT,632
2023,Patrick Mahomes,KC,4183
2023,C.J. Beathard,JAX,349
2023,Joshua Dobbs,MIN,2464
2023,Nathan Peterman,CHI,0
2023,Tim Boyle,NYJ,360
2023,Mike White,MIA,74
2023,Logan Woodside,ATL,27
2023,Kyle Allen,BUF,0
2023,Mason Rudolph,PIT,719
2023,Lamar Jackson,BAL,3678
2023,Baker Mayfield,TB,4044
2023,Josh Allen,BUF,4306
2023,Sam Darnold,SF,297
2023,Brett Rypien,LA,172
2023,Jake Browning,CIN,1936
2023,Kyler Murray,ARI,1799
2023,Jarrett Stidham,DEN,496
2023,Easton Stick,LAC,1129
2023,Gardner Minshew,IND,3305
2023,Drew Lock,SEA,543
2023,Daniel Jones,NYG,909
2023,Tyler Huntley,BAL,203
2023,Tua Tagovailoa,MIA,4624
2023,Jordan Love,GB,4159
2023,Justin Herbert,LAC,3134
2023,Jalen Hurts,PHI,3858
2023,Joe Burrow,CIN,2309
2023,Davis Mills,HOU,173
2023,Kyle Trask,TB,0
2023,Justin Fields,CHI,2562
2023,Trevor Lawrence,JAX,4016
2023,Mac Jones,NE,2120
2023,Zach Wilson,NYJ,2271
2023,Sam Howell,WAS,3946
2023,Brock Purdy,SF,4280
2023,Kenny Pickett,PIT,2070
2023,Bailey Zappe,NE,1272
2023,Desmond Ridder,ATL,2836
2023,Malik Willis,TEN,74
2023,Sean Clifford,GB,37
2023,Tyson Bagent,CHI,859
2023,Tommy DeVito,NYG,1101
2023,Aidan O'Connell,LV,2218
2023,Clayton Tune,ARI,62
2023,Dorian Thompson-Robinson,CLE,440
2023,Jaren Hall,MIN,168
2023,Bryce Young,CAR,2877
2023,Will Levis,TEN,1808
2023,C.J. Stroud,HOU,4108
2023,Anthony Richardson,IND,577
2024,Aaron Rodgers,NYJ,3897
2024,Joe Flacco,IND,1761
2024,Josh Johnson,BAL,17
2024,Matthew Stafford,LA,3762
2024,Andy Dalton,CAR,989
2024,Tyrod Taylor,NYJ,119
2024,Russell Wilson,PIT,2482
2024,Kirk Cousins,ATL,3508
2024,Geno Smith,SEA,4320
2024,Derek Carr,NO,2145
2024,Jimmy Garoppolo,LA,334
2024,Jameis Winston,CLE,2121
2024,Taylor Heinicke,LAC,28
2024,Marcus Mariota,WAS,364
2024,Brandon Allen,SF,199
2024,Carson Wentz,KC,118
2024,Dak Prescott,DAL,1978
2024,Jared Goff,DET,4629
2024,Jacoby Brissett,NE,826
2024,Nick Mullens,MIN,38
2024,Deshaun Watson,CLE,1148
2024,Cooper Rush,DAL,1844
2024,Mitchell Trubisky,BUF,179
2024,Patrick Mahomes,KC,3928
2024,Joshua Dobbs,SF,361
2024,Tim Boyle,NYG,276
2024,Mike White,BUF,28
2024,Kyle Allen,PIT,19
2024,Mason Rudolph,TEN,1530
2024,Lamar Jackson,BAL,4172
2024,Baker Mayfield,TB,4500
2024,Josh Allen,BUF,3731
2024,Sam Darnold,MIN,4319
2024,Jake Browning,CIN,0
2024,Kyler Murray,ARI,3851
2024,Jarrett Stidham,DEN,0
2024,Gardner Minshew,LV,2013
2024,Drew Lock,NYG,1071
2024,Daniel Jones,NYG,2070
2024,Tyler Huntley,MIA,829
2024,Tua Tagovailoa,MIA,2867
2024,Jordan Love,GB,3389
2024,Justin Herbert,LAC,3870
2024,Jalen Hurts,PHI,2903
2024,Joe Burrow,CIN,4918
2024,Davis Mills,HOU,212
2024,Kyle Trask,TB,5
2024,Justin Fields,PIT,1106
2024,Trevor Lawrence,JAX,2045
2024,Mac Jones,JAX,1672
2024,Trey Lance,DAL,266
2024,Sam Howell,SEA,24
2024,Chris Oladokun,KC,0
2024,Skylar Thompson,MIA,187
2024,Brock Purdy,SF,3864
2024,Kenny Pickett,PHI,291
2024,Bailey Zappe,CLE,170
2024,Desmond Ridder,LV,458
2024,Malik Willis,GB,550
2024,Tanner McKee,PHI,323
2024,Tyson Bagent,CHI,11
2024,Tommy DeVito,NYG,257
2024,Hendon Hooker,DET,62
2024,Aidan O'Connell,LV,1612
2024,Clayton Tune,ARI,8
2024,Dorian Thompson-Robinson,CLE,440
2024,Jake Haener,NO,226
2024,Bryce Young,CAR,2403
2024,Will Levis,TEN,2091
2024,C.J. Stroud,HOU,3727
2024,Anthony Richardson,IND,1814
2024,Spencer Rattler,NO,1317
2024,Joe Milton III,NE,241
2024,Bo Nix,DEN,3775
2024,Drake Maye,NE,2276
2024,Jayden Daniels,WAS,3568
2024,Michael Penix Jr.,ATL,775
2024,Caleb Williams,CHI,3541
